,0,1,2,3,4,5,6
48327,many,JJ,B-NP,o,o,o,o
48328,such,JJ,I-NP,o,o,o,o
48329,programmes,NNS,I-NP,o,o,o,o
48330,involve,VBP,B-VP,o,o,o,o
48331,a,DT,B-NP,o,o,o,o
48332,semester,NN,I-NP,o,o,o,o
48333,or,CC,I-NP,o,o,o,o
48334,more,JJR,I-NP,o,o,o,o
48335,on,IN,B-PP,o,o,o,o
48336,the,DT,B-NP,o,o,o,o
48337,overseas,JJ,I-NP,o,o,o,o
48338,campus,NN,I-NP,o,o,o,o
48339,of,IN,B-PP,o,o,o,o
48340,the,DT,B-NP,o,o,o,o
48341,foreign,JJ,I-NP,B-ORG,B-ORG,o,o
48342,university,NN,I-NP,I-ORG,L-ORG,o,o
48343,",",",",o,o,o,o,o
48344,”,VBG,B-VP,o,o,o,o
48345,the,DT,B-NP,o,o,o,o
48346,official,NN,I-NP,o,o,o,o
48347,said,VBD,B-VP,o,o,o,o
48348,.,.,o,o,o,o,o
48349,,,,,,,
48350,In,IN,B-PP,o,o,o,o
48351,2009,CD,B-NP,B-YEAR,U-YEAR,o,o
48352,",",",",o,o,o,o,o
48353,the,DT,B-NP,o,o,o,o
48354,U.K.-based,JJ,I-NP,o,o,o,o
48355,Leeds-Metropolitan,NNP,I-NP,B-ORG,B-ORG,o,o
48356,University,NNP,I-NP,I-ORG,L-ORG,o,o
48357,became,VBD,B-VP,o,o,o,o
48358,the,DT,B-NP,o,o,o,o
48359,first,JJ,I-NP,o,o,o,o
48360,foreign,JJ,I-NP,B-ORG,B-ORG,o,o
48361,university,NN,I-NP,I-ORG,L-ORG,o,o
48362,to,TO,B-VP,o,o,o,o
48363,establish,VB,I-VP,o,o,o,o
48364,a,DT,B-NP,o,o,o,o
48365,higher-education,NN,I-NP,o,o,o,o
48366,",",",",o,o,o,o,o
48367,offshore,JJ,B-NP,o,o,o,o
48368,campus,NN,I-NP,o,o,o,o
48369,in,IN,B-PP,o,o,o,o
48370,collaboration,NN,B-NP,o,o,o,o
48371,with,IN,B-PP,o,o,o,o
48372,the,DT,B-NP,o,o,o,o
48373,non-profit,JJ,I-NP,o,o,o,o
48374,Jagran,NNP,I-NP,B-CHARITY,B-CHARITY,o,o
48375,Social,NNP,I-NP,I-CHARITY,I-CHARITY,o,o
48376,Welfare,NNP,I-NP,I-CHARITY,I-CHARITY,o,o
48377,Society,NNP,I-NP,I-CHARITY,L-CHARITY,o,o
48378,(,(,o,o,o,o,o
48379,JSWS,NNP,B-NP,B-CHARITY,U-CHARITY,o,o
48380,),SYM,I-NP,o,o,o,o
48381,.,.,o,o,o,o,o
48382,,,,,,,
48383,However,RB,B-ADVP,o,o,o,o
48384,",",",",o,o,o,o,o
48385,barely,RB,B-ADVP,o,o,o,o
48386,had,VBD,B-VP,o,o,o,o
48387,its,PRP$,B-NP,o,o,o,o
48388,first,JJ,I-NP,o,o,o,o
48389,batch,NN,I-NP,o,o,o,o
48390,graduated,VBN,B-VP,o,o,o,o
48391,",",",",o,o,o,o,o
48392,than,IN,B-SBAR,o,o,o,o
48393,it,PRP,B-NP,o,o,o,o
48394,came,VBD,B-VP,o,o,o,o
48395,to,TO,I-VP,o,o,o,o
48396,light,VB,I-VP,o,o,o,o
48397,that,IN,B-SBAR,o,o,o,o
48398,their,PRP$,B-NP,o,o,o,o
48399,degrees,NNS,I-NP,o,o,o,o
48400,were,VBD,B-VP,o,o,o,o
48401,not,RB,I-VP,o,o,o,o
48402,recognised,VBD,I-VP,o,o,o,o
48403,by,IN,B-PP,o,o,o,o
48404,the,DT,B-NP,o,o,o,o
48405,AICTE,NNP,I-NP,B-ORG,U-ORG,o,o
48406,.,.,o,o,o,o,o
48407,,,,,,,
48408,A,DT,B-NP,o,o,o,o
48409,group,NN,I-NP,o,o,o,o
48410,of,IN,B-PP,o,o,o,o
48411,outraged,VBN,B-NP,o,o,o,o
48412,students,NNS,I-NP,o,o,o,o
48413,dragged,VBD,B-VP,o,o,o,o
48414,the,DT,B-NP,o,o,o,o
48415,university,NN,I-NP,o,o,o,o
48416,to,TO,B-VP,o,o,o,o
48417,court,VB,I-VP,o,o,o,o
48418,",",",",o,o,o,o,o
48419,but,CC,I-VP,o,o,o,o
48420,were,VBD,B-VP,o,o,o,o
48421,disappointed,VBN,I-VP,o,o,o,o
48422,when,WRB,B-ADVP,o,o,o,o
48423,the,DT,B-NP,o,o,o,o
48424,court,NN,I-NP,o,o,o,o
48425,ruled,VBD,B-VP,o,o,o,o
48426,against,IN,B-PP,o,o,o,o
48427,them,PRP,B-NP,o,o,o,o
48428,",",",",o,o,o,o,o
48429,stating,VBG,B-VP,o,o,o,o
48430,that,IN,B-SBAR,o,o,o,o
48431,the,DT,B-NP,o,o,o,o
48432,admission,NN,I-NP,o,o,o,o
48433,brochure,NN,I-NP,o,o,o,o
48434,had,VBD,B-VP,o,o,o,o
48435,no,DT,B-NP,o,o,o,o
48436,mention,NN,I-NP,o,o,o,o
48437,of,IN,B-PP,o,o,o,o
48438,the,DT,B-NP,o,o,o,o
48439,degree,NN,I-NP,o,o,o,o
48440,being,VBG,B-VP,o,o,o,o
48441,recognised,VBD,I-VP,o,o,o,o
48442,by,IN,B-PP,o,o,o,o
48443,the,DT,B-NP,o,o,o,o
48444,AICTE,NNP,I-NP,B-ORG,U-ORG,o,o
48445,.,.,o,o,o,o,o
48446,,,,,,,
48447,Education,NN,B-NP,B-NORP,B-NORP,o,o
48448,counsellors,NNS,I-NP,I-NORP,L-NORP,o,o
48449,say,VBP,B-VP,o,o,o,o
48450,that,IN,B-SBAR,o,o,o,o
48451,students,NNS,B-NP,o,o,o,o
48452,should,MD,B-VP,o,o,o,o
48453,always,RB,I-VP,o,o,o,o
48454,ensure,VB,I-VP,o,o,o,o
48455,that,IN,B-SBAR,o,o,o,o
48456,the,DT,B-NP,o,o,o,o
48457,university,NN,I-NP,o,o,o,o
48458,they,PRP,B-NP,o,o,o,o
48459,are,VBP,B-VP,o,o,o,o
48460,applying,VBG,I-VP,o,o,o,o
48461,to,TO,B-PP,o,o,o,o
48462,is,VBZ,B-VP,o,o,o,o
48463,officially,RB,B-ADVP,o,o,o,o
48464,recognised,VBD,B-VP,o,o,o,o
48465,.,.,o,o,o,o,o
48466,,,,,,,
48467,Students,NNS,B-NP,o,o,o,o
48468,can,MD,B-VP,o,o,o,o
48469,also,RB,I-VP,o,o,o,o
48470,approach,VB,I-VP,o,o,o,o
48471,bodies,NNS,B-NP,o,o,o,o
48472,such,JJ,B-PP,o,o,o,o
48473,as,IN,I-PP,o,o,o,o
48474,the,DT,B-NP,o,o,o,o
48475,AICTE,NNP,I-NP,B-ORG,U-ORG,o,o
48476,and,CC,I-NP,o,o,o,o
48477,the,DT,B-NP,o,o,o,o
48478,Association,NNP,I-NP,B-ORG,B-ORG,o,o
48479,of,IN,B-PP,I-ORG,I-ORG,o,o
48480,Indian,NNP,B-NP,I-ORG,I-ORG,B-INSTITUTE,o
48481,Universities,NNS,I-NP,I-ORG,L-ORG,I-INSTITUTE,o
48482,for,IN,B-PP,o,o,o,o
48483,further,JJ,B-NP,o,o,o,o
48484,inquiries,NNS,I-NP,o,o,o,o
48485,.,.,o,o,o,o,o
48486,,,,,,,
48487,Education,NNP,B-NP,B-PERSON,B-PERSON,B-TITLE,o
48488,counsellor,NNP,I-NP,I-PERSON,I-PERSON,I-TITLE,o
48489,Viral,NNP,I-NP,I-PERSON,I-PERSON,o,o
48490,Doshi,NNP,I-NP,I-PERSON,L-PERSON,o,o
48491,says,VBZ,B-VP,o,o,o,o
48492,that,DT,B-NP,o,o,o,o
48493,lack,NN,I-NP,o,o,o,o
48494,of,IN,B-PP,o,o,o,o
48495,accreditation,NN,B-NP,o,o,o,o
48496,means,VBZ,B-VP,o,o,o,o
48497,that,IN,B-SBAR,o,o,o,o
48498,such,JJ,B-NP,o,o,o,o
48499,degrees,NNS,I-NP,o,o,o,o
48500,are,VBP,B-VP,o,o,o,o
48501,not,RB,I-VP,o,o,o,o
48502,recognised,VBD,I-VP,o,o,o,o
48503,in,IN,B-PP,o,o,o,o
48504,India,NNP,B-NP,B-GPE,U-GPE,o,o
48505,",",",",o,o,o,o,o
48506,so,RB,B-ADVP,o,o,o,o
48507,students,NNS,B-NP,o,o,o,o
48508,may,MD,B-VP,o,o,o,o
48509,face,VB,I-VP,o,o,o,o
48510,difficulties,NNS,B-NP,o,o,o,o
48511,if,IN,B-SBAR,o,o,o,o
48512,they,PRP,B-NP,o,o,o,o
48513,wish,VBP,B-VP,o,o,o,o
48514,to,TO,I-VP,o,o,o,o
48515,pursue,VB,I-VP,o,o,o,o
48516,further,JJ,B-NP,o,o,o,o
48517,studies,NNS,I-NP,o,o,o,o
48518,in,IN,B-PP,o,o,o,o
48519,India,NNP,B-NP,B-GPE,U-GPE,o,o
48520,.,.,o,o,o,o,o
48521,,,,,,,
48522,However,RB,B-ADVP,o,o,o,o
48523,",",",",o,o,o,o,o
48524,he,PRP,B-NP,o,o,o,o
48525,adds,VBZ,B-VP,o,o,o,o
48526,that,IN,B-SBAR,o,o,o,o
48527,most,RBS,B-NP,o,o,o,o
48528,students,NNS,I-NP,o,o,o,o
48529,who,WP,B-NP,o,o,o,o
48530,take,VBP,B-VP,o,o,o,o
48531,up,IN,B-ADVP,o,o,o,o
48532,such,JJ,B-NP,o,o,o,o
48533,courses,NNS,I-NP,o,o,o,o
48534,intend,VBP,B-VP,o,o,o,o
48535,going,VBG,I-VP,o,o,o,o
48536,abroad,RB,B-ADVP,o,o,o,o
48537,",",",",o,o,o,o,o
48538,where,WRB,B-ADVP,o,o,o,o
48539,their,PRP$,B-NP,o,o,o,o
48540,degrees,NNS,I-NP,o,o,o,o
48541,are,VBP,B-VP,o,o,o,o
48542,recognised,VBD,I-VP,o,o,o,o
48543,and,CC,I-VP,o,o,o,o
48544,may,MD,B-VP,o,o,o,o
48545,even,RB,I-VP,o,o,o,o
48546,put,VB,I-VP,o,o,o,o
48547,them,PRP,B-NP,o,o,o,o
48548,at,IN,B-PP,o,o,o,o
48549,an,DT,B-NP,o,o,o,o
48550,advantage,NN,I-NP,o,o,o,o
48551,compared,VBN,B-PP,o,o,o,o
48552,to,TO,B-PP,o,o,o,o
48553,students,NNS,B-NP,o,o,o,o
48554,who,WP,B-NP,o,o,o,o
48555,have,VBP,B-VP,o,o,o,o
48556,completed,VBN,I-VP,o,o,o,o
48557,their,PRP$,B-NP,o,o,o,o
48558,degree,NN,I-NP,o,o,o,o
48559,",",",",o,o,o,o,o
48560,especially,RB,B-ADVP,o,o,o,o
48561,an,DT,B-NP,o,o,o,o
48562,undergraduate,JJ,I-NP,o,o,o,o
48563,course,NN,I-NP,o,o,o,o
48564,",",",",o,o,o,o,o
48565,from,IN,B-PP,o,o,o,o
48566,an,DT,B-NP,o,o,o,o
48567,Indian,NNP,I-NP,B-ORG,B-ORG,o,o
48568,university,NN,I-NP,I-ORG,L-ORG,o,o
48569,.,.,o,o,o,o,o
48570,,,,,,,
48571,Charu,NNP,B-NP,B-PERSON,B-PERSON,o,o
48572,Mittal,NNP,I-NP,I-PERSON,L-PERSON,o,o
48573,",",",",o,o,o,o,o
48574,who,WP,B-NP,o,o,o,o
48575,completed,VBD,B-VP,o,o,o,o
48576,B.A.,NNP,B-NP,o,o,o,o
48577,(,(,o,o,o,o,o
48578,Hons,NNS,B-NP,o,o,o,o
48579,),SYM,I-NP,o,o,o,o
48580,in,IN,B-PP,o,o,o,o
48581,Business,NNP,B-NP,o,o,o,o
48582,Studies,NNS,I-NP,o,o,o,o
48583,from,IN,B-PP,o,o,o,o
48584,De,NNP,B-NP,B-ORG,B-ORG,o,o
48585,Montfort,NNP,I-NP,I-ORG,I-ORG,o,o
48586,University,NNP,I-NP,I-ORG,L-ORG,o,o
48587,in,IN,B-PP,o,o,o,o
48588,the,DT,B-NP,o,o,o,o
48589,U.K.,NNP,I-NP,B-GPE,U-GPE,o,o
48590,through,IN,B-PP,o,o,o,o
48591,the,DT,B-NP,o,o,o,o
48592,Daly,NNP,I-NP,B-ORG,B-ORG,o,o
48593,College,NNP,I-NP,I-ORG,I-ORG,o,o
48594,Business,NNP,I-NP,I-ORG,I-ORG,o,o
48595,School,NNP,I-NP,I-ORG,I-ORG,o,o
48596,Indore,NNP,I-NP,I-ORG,L-ORG,o,o
48597,",",",",o,o,o,o,o
48598,agrees,VBZ,B-VP,o,o,o,o
48599,.,.,o,o,o,o,o
48600,,,,,,,
48601,“,NN,B-NP,o,o,o,o
48602,I,PRP,B-NP,o,o,o,o
48603,always,RB,B-ADVP,o,o,o,o
48604,wanted,VBD,B-VP,o,o,o,o
48605,to,TO,I-VP,o,o,o,o
48606,go,VB,I-VP,o,o,o,o
48607,abroad,RB,B-ADVP,o,o,o,o
48608,and,CC,I-ADVP,o,o,o,o
48609,this,DT,B-NP,o,o,o,o
48610,seemed,VBD,B-VP,o,o,o,o
48611,like,IN,B-PP,o,o,o,o
48612,a,DT,B-NP,o,o,o,o
48613,good,JJ,I-NP,o,o,o,o
48614,way,NN,I-NP,o,o,o,o
48615,of,IN,B-PP,o,o,o,o
48616,preparing,VBG,B-VP,o,o,o,o
48617,myself,PRP,B-NP,o,o,o,o
48618,.,.,o,o,o,o,o
48619,,,,,,,
48620,I,PRP,B-NP,o,o,o,o
48621,spent,VBD,B-VP,o,o,o,o
48622,two,CD,B-NP,B-PERIOD,B-PERIOD,B-COUNT,o
48623,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
48624,in,IN,B-PP,o,o,o,o
48625,the,DT,B-NP,o,o,o,o
48626,Indian,NNP,I-NP,o,o,o,o
48627,campus,NN,I-NP,o,o,o,o
48628,and,CC,I-NP,o,o,o,o
48629,then,RB,B-ADVP,o,o,o,o
48630,went,VBD,B-VP,o,o,o,o
48631,to,TO,B-PP,o,o,o,o
48632,the,DT,B-NP,o,o,o,o
48633,U.K.,NNP,I-NP,B-GPE,U-GPE,o,o
48634,for,IN,B-PP,o,o,o,o
48635,my,PRP$,B-NP,o,o,o,o
48636,final,JJ,I-NP,o,o,o,o
48637,year,NN,I-NP,o,o,o,o
48638,.,.,o,o,o,o,o
48639,,,,,,,
48640,This,DT,B-NP,o,o,o,o
48641,meant,VBD,B-VP,o,o,o,o
48642,that,IN,B-SBAR,o,o,o,o
48643,I,PRP,B-NP,o,o,o,o
48644,was,VBD,B-VP,o,o,o,o
48645,somewhat,RB,I-VP,o,o,o,o
48646,shielded,VBN,I-VP,o,o,o,o
48647,from,IN,B-PP,o,o,o,o
48648,the,DT,B-NP,o,o,o,o
48649,culture,NN,I-NP,o,o,o,o
48650,shock,NN,I-NP,o,o,o,o
48651,in,IN,B-PP,o,o,o,o
48652,a,DT,B-NP,o,o,o,o
48653,new,JJ,I-NP,o,o,o,o
48654,environment,NN,I-NP,o,o,o,o
48655,",",",",o,o,o,o,o
48656,while,IN,B-SBAR,o,o,o,o
48657,getting,VBG,B-VP,o,o,o,o
48658,my,PRP$,B-NP,o,o,o,o
48659,degree,NN,I-NP,o,o,o,o
48660,abroad.,JJ,I-NP,o,o,o,o
48661,”,NN,I-NP,o,o,o,o
48662,After,IN,B-PP,o,o,o,o
48663,completing,VBG,B-VP,o,o,o,o
48664,her,PRP$,B-NP,o,o,o,o
48665,undergraduate,JJ,I-NP,o,o,o,o
48666,studies,NNS,I-NP,o,o,o,o
48667,",",",",o,o,o,o,o
48668,Mittal,NNP,B-NP,B-PERSON,U-PERSON,o,o
48669,completed,VBD,B-VP,o,o,o,o
48670,her,PRP$,B-NP,o,o,o,o
48671,MBA,NN,I-NP,o,o,o,o
48672,from,IN,B-PP,o,o,o,o
48673,the,DT,B-NP,o,o,o,o
48674,University,NNP,I-NP,B-ORG,B-ORG,o,o
48675,of,IN,B-PP,I-ORG,I-ORG,o,o
48676,Coventry,NNP,B-NP,I-ORG,L-ORG,o,o
48677,",",",",o,o,o,o,o
48678,U.K.,NNP,B-NP,B-GPE,U-GPE,o,o
48679,",",",",o,o,o,o,o
48680,and,CC,I-NP,o,o,o,o
48681,started,VBD,B-VP,o,o,o,o
48682,working,VBG,I-VP,o,o,o,o
48683,in,IN,B-PP,o,o,o,o
48684,the,DT,B-NP,o,o,o,o
48685,country,NN,I-NP,o,o,o,o
48686,.,.,o,o,o,o,o
48687,,,,,,,
48688,Job,NN,B-NP,o,o,o,o
48689,placement,NN,I-NP,o,o,o,o
48690,",",",",o,o,o,o,o
48691,however,RB,B-ADVP,o,o,o,o
48692,",",",",o,o,o,o,o
48693,is,VBZ,B-VP,o,o,o,o
48694,not,RB,I-VP,o,o,o,o
48695,easy,JJ,B-ADJP,o,o,o,o
48696,.,.,o,o,o,o,o
48697,,,,,,,
48698,“,VBG,B-VP,o,o,o,o
48699,The,DT,B-NP,o,o,o,o
48700,institute,NN,I-NP,o,o,o,o
48701,had,VBD,B-VP,o,o,o,o
48702,a,DT,B-NP,o,o,o,o
48703,placement,NN,I-NP,o,o,o,o
48704,unit,NN,I-NP,o,o,o,o
48705,that,WDT,B-NP,o,o,o,o
48706,helped,VBD,B-VP,o,o,o,o
48707,students,NNS,B-NP,o,o,o,o
48708,prepare,VBP,B-VP,o,o,o,o
48709,for,IN,B-PP,o,o,o,o
48710,interviews,NNS,B-NP,o,o,o,o
48711,and,CC,I-NP,o,o,o,o
48712,suggested,VBD,B-VP,o,o,o,o
48713,places,NNS,B-NP,o,o,o,o
48714,where,WRB,B-ADVP,o,o,o,o
48715,they,PRP,B-NP,o,o,o,o
48716,could,MD,B-VP,o,o,o,o
48717,apply,VB,I-VP,o,o,o,o
48718,",",",",o,o,o,o,o
48719,”,NN,B-NP,o,o,o,o
48720,says,VBZ,B-VP,o,o,o,o
48721,Mittal,NNP,B-NP,B-PERSON,U-PERSON,o,o
48722,.,.,o,o,o,o,o
48723,,,,,,,
48724,However,RB,B-ADVP,o,o,o,o
48725,",",",",o,o,o,o,o
48726,students,NNS,B-NP,o,o,o,o
48727,were,VBD,B-VP,o,o,o,o
48728,responsible,JJ,B-ADJP,o,o,o,o
48729,for,IN,B-PP,o,o,o,o
48730,finding,VBG,B-VP,o,o,o,o
48731,jobs,NNS,B-NP,o,o,o,o
48732,.,.,o,o,o,o,o
48733,,,,,,,
48734,For,IN,B-PP,o,o,o,o
48735,many,JJ,B-NP,o,o,o,o
48736,students,NNS,I-NP,o,o,o,o
48737,",",",",o,o,o,o,o
48738,this,DT,B-NP,o,o,o,o
48739,is,VBZ,B-VP,o,o,o,o
48740,a,DT,B-NP,o,o,o,o
48741,herculean,JJ,I-NP,o,o,o,o
48742,task,NN,I-NP,o,o,o,o
48743,.,.,o,o,o,o,o
48744,,,,,,,
48745,In,IN,B-PP,o,o,o,o
48746,an,DT,B-NP,o,o,o,o
48747,online,JJ,I-NP,o,o,o,o
48748,discussion,NN,I-NP,o,o,o,o
48749,on,IN,B-PP,o,o,o,o
48750,pursuing,VBG,B-VP,o,o,o,o
48751,such,JJ,B-NP,o,o,o,o
48752,courses,NNS,I-NP,o,o,o,o
48753,",",",",o,o,o,o,o
48754,several,JJ,B-NP,o,o,o,o
48755,students,NNS,I-NP,o,o,o,o
48756,from,IN,B-PP,o,o,o,o
48757,these,DT,B-NP,o,o,o,o
48758,institutes,NN,I-NP,o,o,o,o
48759,complained,VBD,B-VP,o,o,o,o
48760,about,IN,B-PP,o,o,o,o
48761,the,DT,B-NP,o,o,o,o
48762,lack,NN,I-NP,o,o,o,o
48763,of,IN,B-PP,o,o,o,o
48764,placements,NNS,B-NP,o,o,o,o
48765,.,.,o,o,o,o,o
48766,,,,,,,
48767,Doshi,NNP,B-NP,B-PERSON,U-PERSON,o,o
48768,feels,VBZ,B-VP,o,o,o,o
48769,that,IN,B-SBAR,o,o,o,o
48770,companies,NNS,B-NP,o,o,o,o
48771,in,IN,B-PP,o,o,o,o
48772,India,NNP,B-NP,B-GPE,U-GPE,o,o
48773,do,VBP,B-VP,o,o,o,o
48774,not,RB,I-VP,o,o,o,o
48775,approach,VB,I-VP,o,o,o,o
48776,these,DT,B-NP,o,o,o,o
48777,institutes,NN,I-NP,o,o,o,o
48778,for,IN,B-PP,o,o,o,o
48779,hiring,VBG,B-VP,o,o,o,o
48780,as,IN,B-SBAR,o,o,o,o
48781,they,PRP,B-NP,o,o,o,o
48782,are,VBP,B-VP,o,o,o,o
48783,not,RB,I-VP,o,o,o,o
48784,recognised,VBD,I-VP,o,o,o,o
48785,.,.,o,o,o,o,o
48786,,,,,,,
48787,However,RB,B-ADVP,o,o,o,o
48788,",",",",o,o,o,o,o
48789,students,NNS,B-NP,o,o,o,o
48790,may,MD,B-VP,o,o,o,o
48791,find,VB,I-VP,o,o,o,o
48792,the,DT,B-NP,o,o,o,o
48793,course,NN,I-NP,o,o,o,o
48794,useful,JJ,I-NP,o,o,o,o
48795,if,IN,B-SBAR,o,o,o,o
48796,they,PRP,B-NP,o,o,o,o
48797,are,VBP,B-VP,o,o,o,o
48798,looking,VBG,I-VP,o,o,o,o
48799,at,IN,B-PP,o,o,o,o
48800,placements,NNS,B-NP,o,o,o,o
48801,abroad,RB,B-ADVP,o,o,o,o
48802,.,.,o,o,o,o,o
48803,,,,,,,
48804,Moreover,RB,B-ADVP,o,o,o,o
48805,",",",",o,o,o,o,o
48806,some,DT,B-NP,o,o,o,o
48807,universities,NNS,I-NP,o,o,o,o
48808,are,VBP,B-VP,o,o,o,o
48809,recognised,VBD,I-VP,o,o,o,o
48810,globally,RB,B-ADVP,o,o,o,o
48811,",",",",o,o,o,o,o
48812,and,CC,I-ADVP,o,o,o,o
48813,if,IN,B-SBAR,o,o,o,o
48814,a,DT,B-NP,o,o,o,o
48815,student,NN,I-NP,o,o,o,o
48816,has,VBZ,B-VP,o,o,o,o
48817,completed,VBN,I-VP,o,o,o,o
48818,his,PRP$,B-NP,o,o,o,o
48819,/,SYM,I-NP,o,o,o,o
48820,her,PRP$,B-NP,o,o,o,o
48821,education,NN,I-NP,o,o,o,o
48822,from,IN,B-PP,o,o,o,o
48823,such,JJ,B-NP,o,o,o,o
48824,an,DT,I-NP,o,o,o,o
48825,institute,NN,I-NP,o,o,o,o
48826,",",",",o,o,o,o,o
48827,employers,NNS,B-NP,o,o,o,o
48828,would,MD,B-VP,o,o,o,o
48829,tend,VB,I-VP,o,o,o,o
48830,to,TO,I-VP,o,o,o,o
48831,take,VB,I-VP,o,o,o,o
48832,notice,NN,B-NP,o,o,o,o
48833,.,.,o,o,o,o,o
48834,,,,,,,
48835,Besides,IN,B-ADVP,o,o,o,o
48836,",",",",o,o,o,o,o
48837,the,DT,B-NP,o,o,o,o
48838,concept,NN,I-NP,o,o,o,o
48839,of,IN,B-PP,o,o,o,o
48840,overseas,JJ,B-NP,o,o,o,o
48841,institutes,NN,I-NP,o,o,o,o
48842,offering,NN,I-NP,o,o,o,o
48843,qualifications,NNS,I-NP,o,o,o,o
48844,through,IN,B-PP,o,o,o,o
48845,offshore,JJ,B-NP,o,o,o,o
48846,campuses,NNS,I-NP,o,o,o,o
48847,is,VBZ,B-VP,o,o,o,o
48848,not,RB,I-VP,o,o,o,o
48849,new,JJ,B-ADJP,o,o,o,o
48850,.,.,o,o,o,o,o
48851,,,,,,,
48852,It,PRP,B-NP,o,o,o,o
48853,has,VBZ,B-VP,o,o,o,o
48854,been,VBN,I-VP,o,o,o,o
48855,practised,JJ,B-ADJP,o,o,o,o
48856,with,IN,B-PP,o,o,o,o
48857,much,JJ,B-NP,o,o,o,o
48858,success,NN,I-NP,o,o,o,o
48859,in,IN,B-PP,o,o,o,o
48860,several,JJ,B-NP,o,o,o,o
48861,countries,NNS,I-NP,o,o,o,o
48862,",",",",o,o,o,o,o
48863,most,RBS,B-ADVP,o,o,o,o
48864,notably,RB,I-ADVP,o,o,o,o
48865,Singapore,NNP,B-NP,B-GPE,U-GPE,o,o
48866,.,.,o,o,o,o,o
48867,,,,,,,
48868,In,IN,B-PP,o,o,o,o
48869,fact,NN,B-NP,o,o,o,o
48870,",",",",o,o,o,o,o
48871,many,JJ,B-NP,o,o,o,o
48872,Indian,NNP,I-NP,B-NORP,B-NORP,o,o
48873,students,NNS,I-NP,I-NORP,L-NORP,o,o
48874,have,VBP,B-VP,o,o,o,o
48875,gone,VBN,I-VP,o,o,o,o
48876,to,TO,B-PP,o,o,o,o
48877,Singapore,NNP,B-NP,B-GPE,U-GPE,o,o
48878,for,IN,B-PP,o,o,o,o
48879,pursuing,VBG,B-VP,o,o,o,o
48880,courses,NNS,B-NP,o,o,o,o
48881,from,IN,B-PP,o,o,o,o
48882,universities,NNS,B-NP,o,o,o,o
48883,in,IN,B-PP,o,o,o,o
48884,the,DT,B-NP,o,o,o,o
48885,U.K.,NNP,I-NP,B-GPE,U-GPE,o,o
48886,",",",",o,o,o,o,o
48887,U.S.,NNP,I-NP,B-GPE,U-GPE,o,o
48888,and,CC,I-NP,o,o,o,o
48889,Australia,NNP,I-NP,B-GPE,U-GPE,o,o
48890,",",",",o,o,o,o,o
48891,among,IN,B-PP,o,o,o,o
48892,others,NNS,B-NP,o,o,o,o
48893,.,.,o,o,o,o,o
48894,,,,,,,
48895,Samyuktha,NNP,B-NP,B-PERSON,B-PERSON,o,o
48896,Reddy,NNP,I-NP,I-PERSON,L-PERSON,o,o
48897,",",",",o,o,o,o,o
48898,who,WP,B-NP,o,o,o,o
48899,pursued,VBD,B-VP,o,o,o,o
48900,a,DT,B-NP,o,o,o,o
48901,bachelor’s,NNS,I-NP,o,o,o,o
48902,in,IN,B-PP,o,o,o,o
48903,Business,NNP,B-NP,o,o,o,o
48904,Management,NNP,I-NP,o,o,o,o
48905,from,IN,B-PP,o,o,o,o
48906,the,DT,B-NP,o,o,o,o
48907,Royal,NNP,I-NP,B-ORG,B-ORG,o,o
48908,Melbourne,NNP,I-NP,I-ORG,I-ORG,B-CITY,o
48909,University,NNP,I-NP,I-ORG,I-ORG,o,o
48910,of,IN,B-PP,I-ORG,I-ORG,o,o
48911,Technology,NNP,B-NP,I-ORG,L-ORG,o,o
48912,through,IN,B-PP,o,o,o,o
48913,an,DT,B-NP,o,o,o,o
48914,offshore,JJ,I-NP,o,o,o,o
48915,campus,NN,I-NP,o,o,o,o
48916,in,IN,B-PP,o,o,o,o
48917,Singapore,NNP,B-NP,B-GPE,U-GPE,o,o
48918,",",",",o,o,o,o,o
48919,says,VBZ,B-VP,o,o,o,o
48920,",",",",o,o,o,o,o
48921,“,NN,B-NP,o,o,o,o
48922,If,IN,B-SBAR,o,o,o,o
48923,such,JJ,B-NP,o,o,o,o
48924,arrangements,NNS,I-NP,o,o,o,o
48925,come,VBP,B-VP,o,o,o,o
48926,to,TO,B-PP,o,o,o,o
48927,India,NNP,B-NP,B-GPE,U-GPE,o,o
48928,",",",",o,o,o,o,o
48929,students,NNS,B-NP,o,o,o,o
48930,would,MD,B-VP,o,o,o,o
48931,get,VB,I-VP,o,o,o,o
48932,the,DT,B-NP,o,o,o,o
48933,opportunity,NN,I-NP,o,o,o,o
48934,to,TO,B-VP,o,o,o,o
48935,pursue,VB,I-VP,o,o,o,o
48936,a,DT,B-NP,o,o,o,o
48937,foreign,JJ,I-NP,o,o,o,o
48938,degree,NN,I-NP,o,o,o,o
48939,at,IN,B-PP,o,o,o,o
48940,a,DT,B-NP,o,o,o,o
48941,cheaper,JJR,I-NP,o,o,o,o
48942,cost,NN,I-NP,o,o,o,o
48943,",",",",o,o,o,o,o
48944,in,IN,B-PP,o,o,o,o
48945,a,DT,B-NP,o,o,o,o
48946,culturally,RB,I-NP,o,o,o,o
48947,familiar,JJ,I-NP,o,o,o,o
48948,environment,NN,I-NP,o,o,o,o
48949,.,.,o,o,o,o,o
48950,,,,,,,
48951,I,PRP,B-NP,o,o,o,o
